code,title,type,L,T,P,J,C,owner,program,nbr,slot,venue,fac_name,school,mode,seats
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2367,C1,GDN121,GOVINDHA RASU N,SMBS,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2369,C2,GDN106,SENTHUR PRABU S,SMBS,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2370,C2,GDN107,GOVINDHA RASU N,SMBS,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2372,C2,GDN109,SENTHIL KUMAR M,SMBS,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2374,C2,GDN120,MOHAN JAGADEESH KUMAR M.,SMBS,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2377,C2,GDN121,ANOOP KUMAR,SMBS,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2461,C1,GDN122,SENTHUR PRABU S,SMBS,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2462,C1,GDN123,RAMESH KUMAR C,SMBS,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2463,C2,GDN122,,,CBL,60
MEE216,Thermal Engineering Systems,ETH,2,1,0,0,3,SMBS,BTECH,2464,C2,GDN123,,,CBL,60
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3962,L31+L32,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3963,L33+L34,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3964,L35+L36,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3965,L37+L38,GDNG11,SENTHIL KUMAR M,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3966,L39+L40,GDNG11,GOVINDHA RASU N,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3967,L41+L42,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3968,L43+L44,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3969,L45+L46,GDNG11,NANTHA GOPAL K,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3970,L47+L48,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3971,L49+L50,GDNG11,GOVINDHA RASU N,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3972,L51+L52,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3974,L53+L54,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3975,L55+L56,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3976,L57+L58,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3977,L9+L10,GDNG11,GOVINDHA RASU N,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3978,L11+L12,GDNG11,NANTHA GOPAL K,SMBS,LBC,0
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3980,L13+L14,GDNG11,SENTHIL KUMAR M,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3982,L19+L20,GDNG11,RAMESH KUMAR C,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3983,L21+L22,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3984,L23+L24,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3985,L25+L26,GDNG11,,,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3986,L27+L28,GDNG11,NANTHA GOPAL K,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3987,L29+L30,GDNG11,RAMESH KUMAR C,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3988,L3+L4,GDNG11,SENTHIL KUMAR M,SMBS,LBC,32
MEE216,Thermal Engineering Systems,ELA,0,0,2,0,1,SMBS,BTECH,3989,L5+L6,GDNG11,,,LBC,32
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2383,G2+TG2,GDN106,PANDIVELAN C,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2384,G2+TG2,GDN107,JOEL J,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2385,G2+TG2,GDN109,VENKATESHWARLU B,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2386,G2+TG2,GDN120,JACOB T. VARGHESE,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2491,G2+TG2,GDN128,BABU C,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2512,G2+TG2,GDN129,ASHOK KUMAR C N,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2515,D1,SMV105,PANDIVELAN C,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2517,D1,SMV112,JOEL J,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2518,D1,MB226,BABU C,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ETH,3,0,0,0,3,SMBS,BTECH,2761,D1,MB229,VENKATESHWARLU B,SMBS,CBL,60
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3737,L1+L2,GDNG16,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3739,L3+L4,GDNG16,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3743,L7+L8,GDNG16,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3744,L9+L10,GDNG16,JACOB T. VARGHESE,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3745,L13+L14,GDNG16,VENKATESHWARLU B,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3747,L19+L20,GDNG16,JACOB T. VARGHESE,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3749,L21+L22,GDNG16,VENKATESHWARLU B,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3751,L23+L24,GDNG16,PANDIVELAN C,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3752,L25+L26,GDNG16,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3753,L27+L28,GDNG16,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3755,L29+L30,GDNG16,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3757,L5+L6,GDNG06,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3760,L33+L34,GDNG16,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3761,L35+L36,GDNG16,,,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3762,L39+L40,GDNG16,PANDIVELAN C,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3764,L43+L44,GDNG16,VENKATESHWARLU B,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3765,L45+L46,GDNG16,PANDIVELAN C,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3767,L49+L50,GDNG16,VENKATESHWARLU B,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3768,L51+L52,GDNG16,PANDIVELAN C,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3769,L55+L56,GDNG16,JACOB T. VARGHESE,SMBS,LBC,30
MEE217,Machining Processes and Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3770,L57+L58,GDNG16,,,LBC,30
MEE218,Hardware Project,PJT,0,0,0,0,2,SMBS,BTECH,2807,NIL,NIL,PROGRAM MANAGER 07,SMBS,PBC,1000
MEE221,Design Project,PJT,0,0,0,0,2,SMBS,BTECH,4869,NIL,NIL,PROGRAM MANAGER 07,SMBS,PBC,1000
MEE226,Mechanical Operations,ETH,3,0,0,0,3,SMBS,BTECH,1638,A2+TA2,SMV121,MAHESH GANESAPILLAI,SMBS,CBL,60
MEE226,Mechanical Operations,ELA,0,0,2,0,1,SMBS,BTECH,1640,L7+L8,SMVG29,ARUNA SINGH,SMBS,LBC,25
MEE226,Mechanical Operations,ELA,0,0,2,0,1,SMBS,BTECH,1645,L11+L12,SMVG29,MAHESH GANESAPILLAI,SMBS,LBC,25
MEE226,Mechanical Operations,ELA,0,0,2,0,1,SMBS,BTECH,1646,L27+L28,SMVG29,MAHESH GANESAPILLAI,SMBS,LBC,25
MEE227,Safety and Hazard Analysis,TH,2,1,0,0,3,SMBS,BTECH,1690,G2+TG2,SMVG10,DIPESH SHIKCHAND PATLE,SMBS,CBL,60
MEE228,Power Plant Engineering,TH,2,1,0,0,3,SMBS,BTECH,2394,A1+TA1,GDN129,PADMANATHAN P,SMBS,CBL,60
MEE228,Power Plant Engineering,TH,2,1,0,0,3,SMBS,BTECH,2396,A2+TA2,GDN128,PADMANATHAN P,SMBS,CBL,60
MEE230,Renewable Energy Sources,TH,3,0,0,0,3,SMBS,BTECH,2400,F1,GDN106,RAJA SEKHAR Y,SMBS,CBL,60
MEE230,Renewable Energy Sources,TH,3,0,0,0,3,SMBS,BTECH,2402,F1,GDN107,ANOOP KUMAR,SMBS,CBL,60
MEE230,Renewable Energy Sources,TH,3,0,0,0,3,SMBS,BTECH,2403,F1,GDN109,NATARAJAN M,SMBS,CBL,60
MEE230,Renewable Energy Sources,TH,3,0,0,0,3,SMBS,BTECH,2404,F2,GDN107,RAJA SEKHAR Y,SMBS,CBL,60
MEE233,Heat Transfer,ETH,3,0,0,0,3,SMBS,BTECH,1683,E2,SMV121,RAMBABU K,SMBS,CBL,60
MEE233,Heat Transfer,ELA,0,0,2,0,1,SMBS,BTECH,1691,L7+L8,SMVG26,NIRMALA G S,SMBS,LBC,25
MEE233,Heat Transfer,ELA,0,0,2,0,1,SMBS,BTECH,1693,L11+L12,SMVG26,NIRMALA G S,SMBS,LBC,25
MEE233,Heat Transfer,ELA,0,0,2,0,1,SMBS,BTECH,1694,L27+L28,SMVG26,ARUNA SINGH,SMBS,LBC,25
MEE234,Manufacturing Processes,ETH,3,0,0,0,3,SMBS,BTECH,2762,F1,SMV124,NAGESWARA RAO M,SMBS,PBL,60
MEE234,Manufacturing Processes,ELA,0,0,2,0,1,SMBS,BTECH,3705,L5+L6,GDNG16,,,LBC,30
MEE234,Manufacturing Processes,ELA,0,0,2,0,1,SMBS,BTECH,3706,L11+L12,GDNG16,,,LBC,30
MEE237,Process Engineering Thermodynamics,TH,3,0,0,0,3,SMBS,BTECH,5292,B2+TB2,SMV121,MURUGANANDAM L,SMBS,CBL,60
MEE239,Project Management,TH,3,0,0,0,3,SMBS,BTECH,2406,A2+TA2,GDN123,BOOPATHI M,SMBS,PBL,60
MEE240,Fluid Mechanics and Machinery,ETH,3,1,0,0,4,SMBS,BTECH,2407,D1+TD1,MB225,PRAVEEN KUMAR,SMBS,CBL,60
MEE240,Fluid Mechanics and Machinery,ELA,0,0,2,0,1,SMBS,BTECH,3707,L35+L36,GDN131,,,LBC,33
MEE240,Fluid Mechanics and Machinery,ELA,0,0,2,0,1,SMBS,BTECH,3708,L41+L42,GDN131,,,LBC,33
MEE241,Automotive Electronic and Instrumentation Systems,TH,3,0,0,0,3,SMBS,BTECH,2763,B2+TB2,CDMM501,ASHOK B,SMBS,CBL,60
MEE243,Fundamentals of Mechatronics Systems,ETH,3,0,0,0,3,SMBS,BTECH,2855,A2+TA2,CDMM503,KANISH T.C,SMBS,CBL,60
MEE243,Fundamentals of Mechatronics Systems,ELA,0,0,2,0,1,SMBS,BTECH,3709,L5+L6,GDN137,,,LBC,30
MEE243,Fundamentals of Mechatronics Systems,ELA,0,0,2,0,1,SMBS,BTECH,3710,L11+L12,GDN137,,,LBC,30
MEE244,Industrial Automation Controller,ETH,2,1,0,0,3,SMBS,BTECH,2408,D2,MB225,KALAIARASSAN G,SMBS,CBL,60
MEE244,Industrial Automation Controller,ELA,0,0,2,0,1,SMBS,BTECH,3711,L29+L30,GDN138,,,LBC,30
MEE244,Industrial Automation Controller,ELA,0,0,2,0,1,SMBS,BTECH,3712,L23+L24,GDN138,,,LBC,30
MEE249,Theory of Metal Forming,ETH,3,0,0,0,3,SMBS,BTECH,2410,C1,GDN129,RAJA ANNAMALAI,SMBS,CBL,60
MEE249,Theory of Metal Forming,ELA,0,0,2,0,1,SMBS,BTECH,2776,L5+L6,GDNG08,JOEL J,SMBS,LBC,35
MEE249,Theory of Metal Forming,ELA,0,0,2,0,1,SMBS,BTECH,2777,L35+L36,GDNG08,JOEL J,SMBS,LBC,35
MEE250,Thermal Engineering and Heat Transfer,ETH,2,1,0,0,3,SMBS,BTECH,2413,F1,GDN121,CHIRANJEEVI C,SMBS,CBL,60
MEE250,Thermal Engineering and Heat Transfer,ELA,0,0,2,0,1,SMBS,BTECH,3526,L23+L24,SMVG26,CHIRANJEEVI C,SMBS,LBC,32
MEE250,Thermal Engineering and Heat Transfer,ELA,0,0,2,0,1,SMBS,BTECH,3527,L31+L32,SMVG26,,,LBC,32
MEE251,Engineering Metrology,ETH,2,1,0,0,3,SMBS,BTECH,2416,D1,MB224,JEYAPANDIARAJAN P,SMBS,CBL,60
MEE251,Engineering Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3514,L53+L54,GDN136,JEYAPANDIARAJAN P,SMBS,LBC,30
MEE251,Engineering Metrology,ELA,0,0,2,0,1,SMBS,BTECH,3515,L45+L46,GDN136,JEYAPANDIARAJAN P,SMBS,LBC,35
MEE255,Industrial Economics,TH,3,0,0,0,3,SMBS,BTECH,2539,E2,MB227,,,CBL,60
MEE256,Industrial Engineering Project,PJT,0,0,0,0,2,SMBS,BTECH,3507,NIL,NIL,PROGRAM MANAGER 07,SMBS,PBC,1000
MEE301,Dynamics of Machinery,ETH,2,1,0,0,3,SMBS,BTECH,2421,E1,MB229,MALLIKARJUNA REDDY D,SMBS,CBL,60
MEE301,Dynamics of Machinery,ETH,2,1,0,0,3,SMBS,BTECH,2423,E2,MB229,NIRANJANA BEHERA,SMBS,CBL,60
MEE301,Dynamics of Machinery,ELA,0,0,2,0,1,SMBS,BTECH,3713,L5+L6,GDN152,,,LBC,30
MEE301,Dynamics of Machinery,ELA,0,0,2,0,1,SMBS,BTECH,3714,L11+L12,GDN152,,,LBC,30
MEE301,Dynamics of Machinery,ELA,0,0,2,0,1,SMBS,BTECH,3715,L35+L36,GDN152,,,LBC,30
MEE301,Dynamics of Machinery,ELA,0,0,2,0,1,SMBS,BTECH,3716,L29+L30,GDN152,,,LBC,30
MEE302,Design of Machine Elements,TH,2,1,0,0,3,SMBS,BTECH,2432,D2,MB229,VENKATESAN S,SMBS,PBL,60
MEE302,Design of Machine Elements,TH,2,1,0,0,3,SMBS,BTECH,2433,D2,MB227,MANOHARAN R,SMBS,PBL,60
MEE302,Design of Machine Elements,TH,2,1,0,0,3,SMBS,BTECH,2821,D1,SMV109,MANOHARAN R,SMBS,PBL,60
MEE302,Design of Machine Elements,TH,2,1,0,0,3,SMBS,BTECH,2822,D1,SMV110,BHARANIDARAN R,SMBS,PBL,60
MEE302,Design of Machine Elements,TH,2,1,0,0,3,SMBS,BTECH,2823,D1,SMV121,VENKATESAN S,SMBS,PBL,60
MEE302,Design of Machine Elements,TH,2,1,0,0,3,SMBS,BTECH,2827,D2,MB224,RAJKUMAR E,SMBS,PBL,60
MEE303,Heat and Mass Transfer,ETH,3,1,0,0,4,SMBS,BTECH,2434,C1+TC1,GDN128,PREMKARTIKKUMAR S R,SMBS,CBL,60
MEE303,Heat and Mass Transfer,ETH,3,1,0,0,4,SMBS,BTECH,2435,C2+TC2,GDN128,DEVENDRA KUMAR,SMBS,CBL,60
MEE303,Heat and Mass Transfer,ETH,3,1,0,0,4,SMBS,BTECH,2436,C2+TC2,MB224,CHITRA D,SMBS,CBL,60
MEE303,Heat and Mass Transfer,ETH,3,1,0,0,4,SMBS,BTECH,2472,C1+TC1,MB203,MOHAN JAGADEESH KUMAR M.,SMBS,CBL,60
MEE303,Heat and Mass Transfer,ETH,3,1,0,0,4,SMBS,BTECH,2474,C1+TC1,MB211,DILLIP KUMAR MOHANTY,SMBS,CBL,60
MEE303,Heat and Mass Transfer,ETH,3,1,0,0,4,SMBS,BTECH,2480,C1+TC1,MB212,DEVENDRA KUMAR,SMBS,CBL,60
MEE303,Heat and Mass Transfer,ETH,3,1,0,0,4,SMBS,BTECH,2482,C2+TC2,MB203,PREMKARTIKKUMAR S R,SMBS,CBL,60
MEE303,Heat and Mass Transfer,ETH,3,1,0,0,4,SMBS,BTECH,2483,C2+TC2,MB211,CHIRANJEEVI C,SMBS,CBL,60
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,3717,L1+L2,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,3718,L3+L4,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,3719,L5+L6,SMVG26,PREMKARTIKKUMAR S R,SMBS,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,3999,L9+L10,SMVG26,PREMKARTIKKUMAR S R,SMBS,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4000,L13+L14,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4003,L19+L20,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4006,L29+L30,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4007,L25+L26,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4009,L33+L34,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4011,L35+L36,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4012,L37+L38,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4014,L39+L40,SMVG26,PREMKARTIKKUMAR S R,SMBS,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4015,L41+L42,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4017,L43+L44,SMVG26,,,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4018,L45+L46,SMVG26,PREMKARTIKKUMAR S R,SMBS,LBC,32
MEE303,Heat and Mass Transfer,ELA,0,0,2,0,1,SMBS,BTECH,4019,L51+L52,SMVG26,,,LBC,32
MEE304,Turbomachines,ETH,2,1,0,0,3,SMBS,BTECH,2521,F1,MB229,MOHAN C.G,SMBS,CBL,60
MEE304,Turbomachines,ETH,2,1,0,0,3,SMBS,BTECH,2522,F1,SMV105,,,CBL,60
MEE304,Turbomachines,ETH,2,1,0,0,3,SMBS,BTECH,2523,F2,MB227,,,CBL,60
MEE304,Turbomachines,ETH,2,1,0,0,3,SMBS,BTECH,2524,F2,MB229,MOHAN C.G,SMBS,CBL,60
MEE305,Design Project,PJT,0,0,0,0,2,SMBS,BTECH,4872,NIL,NIL,PROGRAM MANAGER 07,SMBS,PBC,1000
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2439,E1+TE1,MB224,VENKATESAN K,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2440,E1+TE1,MB225,GOKUL KUMAR K,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2441,E1+TE1,MB226,NARENDIRANATH BABU T,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2442,E1+TE1,MB227,RAMESH BABU VEMULURI,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2443,E2+TE2,MB224,GOKUL KUMAR K,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2444,E2+TE2,MB226,RAMESH BABU VEMULURI,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2837,E2+TE2,MB213,VENKATESAN K,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2839,E2+TE2,MB214,NARENDIRANATH BABU T,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2840,E2+TE2,SMV111,BIKASH ROUTH,SMBS,CBL,60
MEE306,Design of Transmission Systems,TH,3,1,0,0,4,SMBS,BTECH,2842,E1+TE1,SMV109,BIKASH ROUTH,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2446,G1,GDN106,RAJKUMAR E,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2447,G1,GDN107,DENIS ASHOK S,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2448,G1,GDN109,BALAN A.S.S,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2449,G1,GDN120,OYYARAVELU R,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2451,G2,GDN122,DEEPA A,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2452,G2,GDN123,OYYARAVELU R,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2845,G2,MB227,BALAN A.S.S,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2847,G2,MB225,ARUN TOM MATHEW,SMBS,CBL,60
MEE307,CAD/CAM,ETH,2,0,0,0,2,SMBS,BTECH,2849,G1,MB214,ARUN TOM MATHEW,SMBS,CBL,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5511,L31+L32+L41+L42,GDN130,DEEPA A,SMBS,LBC,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5516,L39+L40+L49+L50,GDN130,VENKATESAN K,SMBS,LBC,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5519,L3+L4+L23+L24,GDN130,BALAN A.S.S,SMBS,LBC,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5520,L9+L10+L19+L20,GDN130,BALAN A.S.S,SMBS,LBC,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5521,L53+L54+L59+L60,MB115,OYYARAVELU R,SMBS,LBC,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5522,L13+L14+L21+L22,GDN130,OYYARAVELU R,SMBS,LBC,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5523,L43+L44+L51+L52,GDN130,OYYARAVELU R,SMBS,LBC,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5524,L1+L2+L11+L12,GDN130,ARUN TOM MATHEW,SMBS,LBC,60
MEE307,CAD/CAM,ELA,0,0,4,0,2,SMBS,BTECH,5525,L33+L34+L47+L48,GDN130,ARUN TOM MATHEW,SMBS,LBC,60
MEE308,Industrial Engineering and Management,TH,3,0,0,0,3,SMBS,BTECH,2465,A1+TA1,GDN122,RAMANUJAM R,SMBS,CBL,60
MEE308,Industrial Engineering and Management,TH,3,0,0,0,3,SMBS,BTECH,2466,A1+TA1,GDN123,SRINIVASA GUPTA N,SMBS,CBL,60
MEE308,Industrial Engineering and Management,TH,3,0,0,0,3,SMBS,BTECH,2467,A1+TA1,MB224,SOUMEN PAL,SMBS,CBL,60
MEE308,Industrial Engineering and Management,TH,3,0,0,0,3,SMBS,BTECH,2468,A2+TA2,GDN122,SARALASRITA MOHANTY,SMBS,CBL,60
MEE308,Industrial Engineering and Management,TH,3,0,0,0,3,SMBS,BTECH,2469,A2+TA2,GDN129,RAMANUJAM R,SMBS,CBL,60
MEE308,Industrial Engineering and Management,TH,3,0,0,0,3,SMBS,BTECH,2470,A2+TA2,MB224,RAJYALAKSHMI G,SMBS,CBL,60
MEE308,Industrial Engineering and Management,TH,3,0,0,0,3,SMBS,BTECH,2471,C1,MB224,RAJYALAKSHMI G,SMBS,CBL,60
MEE308,Industrial Engineering and Management,TH,3,0,0,0,3,SMBS,BTECH,2484,C2,MB212,SRINIVASA GUPTA N,SMBS,CBL,60
MEE309,Internal Combustion Engines,TH,3,0,0,0,3,SMBS,BTECH,2858,C2,SMV110,NANTHA GOPAL K,SMBS,CBL,60
MEE311,Non-Destructive Evaluation and Testing,TH,3,0,0,0,3,SMBS,BTECH,2473,A1+TA1,MB225,DEVENDIRAN S,SMBS,CBL,60
MEE313,Computational Methods in Process Engineering,ETH,2,1,0,0,3,SMBS,BTECH,1654,C2,SMV121,,,CBL,75
MEE313,Computational Methods in Process Engineering,ELA,0,0,2,0,1,SMBS,BTECH,1706,L5+L6,SMVG31,RAMBABU K,SMBS,LBC,25
MEE313,Computational Methods in Process Engineering,ELA,0,0,2,0,1,SMBS,BTECH,1708,L11+L12,SMVG31,RAMBABU K,SMBS,LBC,25
MEE313,Computational Methods in Process Engineering,ELA,0,0,2,0,1,SMBS,BTECH,1713,L27+L28,SMVG31,RAMBABU K,SMBS,LBC,25
